row	column	plot	rep	block	family	individual	pedigree	inferred.group	harvest.date	pre.terminal.flowering.day	terminal.flowering.day	wet.biomass	dry.biomass	dry.stripped.biomass	pred.dry.biomass	pred.dry.stripped.biomass	trunk.length	basal.stem.diameter	primary.stem.volume	powdery.mildew.71dap	powdery.mildew.86dap	powdery.mildew.92dap	powdery.mildew.mean	powdery.mildew.audpc	chl.conc.index	grean.leaf.index	leaflet.number	middle.leaflet.width	middle.leaflet.area	leaf.mass	leaf.area	leaf.length	leaf.perimeter	leaf.circularity	specific.leaf.area	petiole.mass	petiole.area	petiole.length	petiole.perimeter	pertiole.circularity	specific.petiole.area	leafing.intensity	branching.pairs	internode.length	max.canopy.diameter	max.canopy.diameter.height	kite.hyp.a	kite.hyp.b	kite.area	kite.perimeter	kite.circularity	kite.branch.angle	kite.hyp.ratio	specific.kite.area	kite.volume	dry.stripped.biomass.prop	wet.biomass.leaf.fraction	wet.biomass.stem.fraction	canopy.leaf.number	canopy.leaf.area	canopy.leaf.perimeter	canopy.leaf.density	height.6dap	height.14dap	height.21dap	height.28dap	height.35dap	height.42dap	height.49dap	height.56dap	height.63dap	height.70dap	mean.growth.rate	day.max.growth.rate	growth.rate.mumax	growth.rate.y0
18	6	173	2	2	19-1178	GVA-H-19-1178-002	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	63	70	8.51	NA	NA	2.492146	1.472211	18	5.26	1173.42444	30	60	40	43.33333333	1225	65.2	0.104040389	5	1.68261	17.60069679	0.3313	47.79846	15.65442	121.70835	0.040549268	144.2754603	0.0316	0.87738	3.93246	9.19573	0.130384262	27.76518987	3.786984198	6	8.33	149	88	102.2265	102.2265	10430	408.9059	0.783876	46.78372	1	4.185148061	1647940	0.59074027	5.027199695	3.482800305	4443.739813	212403.9197	0.128890566	0.003050596	42	46	56	67	83	106	128	143	158	162	1.904761905	42	0.032919864	26.48565585
19	6	174	3	2	19-1178	GVA-H-19-1178-003	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	78	85	8.96	NA	NA	2.715724	1.538922	17	5.68	1342.957974	40	40	25	35	957.5	51.5	0.106087237	7	1.87191	18.28972403	0.3293	53.08235	14.60807	117.25029	0.048521269	161.1975402	0.043	1.18005	5.15729	12.11874	0.100970693	27.44302326	3.479865474	7	7.14	162	75	109.7133	99.62429	10692	418.6751	0.766504	54.39547	1.10127	3.937071661	1593108	0.566670987	5.077372045	3.882627955	4673.313088	248070.441	0.155714767	0.003187086	35	40	51	61	83	99	120	132	149	159	1.968253968	35	0.036354725	22.68343681
20	6	175	4	2	19-1178	GVA-H-19-1178-004	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	78	85	9.81	NA	NA	2.964233	1.664931	8	5.21	1321.77343	30	30	55	38.33333333	917.5	65.5	0.119060219	7	2.47566	28.75135149	0.5143	80.63325	17.34997	154.66408	0.042358942	156.7825199	0.0653	1.67437	6.37969	14.56759	0.099148438	25.64119449	2.449191243	8	6.25	157	117	92.01223	134.3252	12324.5	452.6748	0.755799	35.76081	0.684996	4.157736588	2033542.5	0.561673458	5.510016625	4.299983375	3237.275909	261032.0777	0.128363227	0.002709566	36	43	63	77	98	127	139	154	165	186	2.380952381	42	0.041340587	25.28980312
21	6	176	5	2	19-1178	GVA-H-19-1178-005	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	70	85	9.32	NA	NA	2.820975	1.59229	24	5.21	1300.454504	25	25	35	28.33333333	705	56.7	0.118774272	5	1.96397	15.9185873	0.2582	41.55412	12.09442	87.18331	0.068700081	160.9377227	0.0191	0.63104	3.24198	7.27853	0.149685386	33.03874346	4.742100641	7	7.14	145	92	102.1775	99.39945	10150	403.154	0.784755	46.83447	1.027949	3.598046775	1664600	0.56444669	5.260643146	4.059356854	6166.886135	256259.5265	0.15394661	0.003160305	41	46	60	75	97	122	147	151	164	183	2.253968254	42	0.036281287	27.34180055
22	6	177	6	2	19-1178	GVA-H-19-1178-006	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	63	70	6.57	NA	NA	1.92496	1.184612	10	5.38	1182.109687	75	25	65	55	1245	58.5	0.105027609	5	1.83458	15.69547403	0.24	38.83343	12.78051	103.33503	0.04570045	161.8059583	0.0304	1.0205	4.78108	10.74337	0.111107099	33.56907895	4.175486748	7	7.14	155	83	101.7951	106.4671	10772.5	416.5245	0.78027	46.71265	0.956118	5.596220181	1605102.5	0.615395645	4.043149385	2.526850615	4935.883333	191677.2799	0.11941747	0.002518935	37	39	48	66	83	108	125	138	149	156	1.888888889	42	0.040361258	20.77487919
23	6	178	7	2	19-1178	GVA-H-19-1178-007	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	78	85	9.51	NA	NA	2.876524	1.620457	6	5.71	1613.253616	20	75	35	43.33333333	1317.5	61.3	0.133670923	7	1.7855	17.32045283	0.3082	47.98256	14.50707	126.77056	0.03751945	155.6864374	0.0314	0.83498	4.08714	9.42101	0.118220014	26.59171975	3.259134094	6	8.33	157	119	96.42743	137.5909	13266.5	468.0366	0.761038	34.78733	0.700827	4.611990027	2321637.5	0.563338599	5.357350076	4.152649924	5257.809864	252283.1773	0.10866605	0.002307574	35	40	53	68	86	112	134	155	175	189	2.444444444	42	0.036767403	24.15612125
24	6	179	8	2	19-1178	GVA-H-19-1178-008	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	78	85	9.48	NA	NA	2.867753	1.61601	17	5.72	1713.131418	15	30	20	21.66666667	612.5	56.6	0.115599638	7	1.54397	13.63194543	0.3102	46.19736	13.2077	111.13642	0.04700177	148.9276596	0.0392	1.05735	4.63369	10.4883	0.12078651	26.97321429	3.040966042	8	6.25	148	75	120.4201	94.02127	11322	428.8827	0.773492	51.91123	1.280775	3.948038761	1924740	0.563510874	5.342083087	4.137916913	5209.574468	240668.5871	0.125039531	0.002775483	29	34	49	67	93	115	140	155	170	200	2.714285714	70	0.047566036	17.76834367
25	6	180	9	2	19-1178	GVA-H-19-1178-009	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	70	85	8.69	2.67	1.51	2.636786	1.498895	3	4.73	943.0110552	45	25	45	38.33333333	910	53.9	0.123105385	7	1.96484	20.33370408	0.3437	56.90264	15.47339	140.78321	0.036077842	165.559034	0.029	0.84778	3.45105	7.97388	0.167553552	29.2337931	4.624607664	6	8.33	156	95	97.20082	120.6151	11700	435.6318	0.774741	40.29215	0.805876	4.437220161	1790100	0.568455309	4.939876634	3.750123366	4361.056154	248155.6083	0.138626674	0.002759553	34	40	55	70	90	112	132	140	153	161	2.015873016	42	0.038595019	23.95235083
26	6	181	10	2	19-1178	GVA-H-19-1178-010	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	70	85	8.99	NA	NA	2.724495	1.543369	11	5.08	1216.09795	40	40	55	45	1122.5	56.8	0.117401641	7	1.78145	16.30553433	0.3182	52.42727	13.68316	109.52228	0.054924	164.762005	0.0409	1.17344	5.19817	11.75088	0.106789848	28.69046455	3.988421431	6	8.33	131	92	92.98521	104.1693	9628.5	394.3091	0.778207	38.96046	0.892635	3.534049429	1521303	0.566478925	5.09264554	3.89735446	4850.311125	254288.5709	0.167151824	0.003347555	35	37	47	61	79	98	123	139	158	180	2.301587302	49	0.037702322	21.08227371
27	6	182	11	2	19-1178	GVA-H-19-1178-011	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	63	70	7.28	NA	NA	2.132538	1.289867	7	4.78	1106.613969	40	50	15	35	1032.5	62.2	0.1183413	7	1.9051	18.02383714	0.3439	54.8652	14.14005	119.853	0.047996438	159.5382379	0.0269	0.7849	3.67517	8.32931	0.142169403	29.17843866	3.389351478	5	10	158	85	123.5557	111.018	13667	469.1473	0.780305	45.36494	1.112933	6.408795529	2460060	0.604850652	4.403312748	2.876687252	3750.703693	205783.1083	0.08364963	0.001789921	33	37	53	74	97	133	154	164	180	185	2.412698413	42	0.047539401	19.26594294
28	6	183	12	2	19-1178	GVA-H-19-1178-012	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	63	70	7.99	NA	NA	2.340117	1.395122	9	5.47	1276.823548	65	30	70	55	1262.5	50.4	0.107795251	7	2.03629	20.46235954	0.3551	54.46186	15.01819	137.44444	0.036228302	153.3704872	0.0353	1.12841	5.02801	11.55001	0.106294812	31.96628895	3.077022212	6	8.33	171	87	112.4244	115.7335	12910.5	456.3159	0.779151	47.62641	0.971407	5.517031841	2065680	0.596176174	4.763447631	3.226552369	3928.814418	213970.5408	0.103583585	0.002305995	38	44	62	77	100	122	144	155	160	163	1.984126984	35	0.038845988	26.54435839
29	6	184	13	2	19-1178	GVA-H-19-1178-013	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	63	70	9.14	NA	NA	2.676335	1.565606	11	5.87	1560.597591	60	60	60	60	1560	50.6	0.126594401	7	1.63406	14.97054061	0.3325	50.08801	13.70345	136.62371	0.033720305	150.6406316	0.0347	0.89253	4.09515	9.38488	0.127343048	25.72132565	3.017170794	5	10	167	91	110.911	115.6384	12775.5	453.0989	0.781991	46.22633	0.959119	4.773505559	2095182	0.584981327	5.346729329	3.793270671	4708.589474	235843.8766	0.112564864	0.002551916	35	42	58	71	90	112	133	152	164	173	2.19047619	42	0.037033829	25.8537204
30	6	185	14	2	19-1178	GVA-H-19-1178-014	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	63	70	10.38	NA	NA	3.038866	1.749432	11	5.48	1454.458962	30	65	35	43.33333333	1262.5	46.4	0.124642426	5	1.74692	16.35456196	0.3113	45.10274	13.99941	110.52891	0.046393914	144.8851269	0.0264	0.85404	3.93907	9.21365	0.126422582	32.35	3.863816329	6	8.33	151	119	90.55523	131.7735	11929	444.6574	0.758163	34.9564	0.687204	3.925477464	2016001	0.575685799	5.975618589	4.404381411	5619.762287	253466.6773	0.125727456	0.002964095	29	37	51	69	90	113	141	153	169	185	2.476190476	49	0.043343953	20.43192964
31	6	186	15	2	19-1178	GVA-H-19-1178-015	(Winterlake #10) x TJ's CBD	T1.R4	2020-10-09	70	85	10.94	NA	NA	3.294604	1.83245	6	5.93	1850.436008	20	50	20	30	910	61.1	0.124070864	5	1.95672	16.95299449	0.284	42.36356	12.93698	82.12542	0.078930909	149.1674648	0.0216	0.70644	3.43398	8.23699	0.130842269	32.70555556	3.486901847	5	10	140	85	125.3635	105.5509	12810	461.8288	0.754739	41.54338	1.187706	3.888175939	2421090	0.556197346	6.084798962	4.855201038	6452.288732	273341.9209	0.112900355	0.002513248	39	45	63	81	97	115	145	169	189	201	2.571428571	49	0.039175509	27.07757307
1	7	187	1	1	19-1157	GVA-H-19-1157-001	Candida #1 x TJ's CBD	Cherry	2020-10-09	70	85	6.32	NA	NA	1.943884	1.14755	16	4.88	928.9547058	30	60	40	43.33333333	1225	56.7	0.113550122	6	1.64016	14.81783457	0.2941	48.70444	13.51184	114.39782	0.046767367	165.6050323	0.0319	0.9027	4.7241	10.66997	0.099638438	28.29780564	4.200316861	8	6.25	105	91	69.8015	91.54917	6352.5	322.7013	0.766572	34.99202	0.762448	3.267941914	870292.5	0.590338724	3.730940735	2.589059265	3901.904114	190040.0548	0.218363429	0.004286996	40	43	46	53	64	82	96	121	137	149	1.73015873	56	0.031428668	21.45299152
2	7	188	2	1	19-1157	GVA-H-19-1157-002	Candida #1 x TJ's CBD	Cherry	2020-09-24	56	63	4.1	NA	NA	1.159881	0.723086	4	3.73	542.7159167	25	35	60	40	972.5	52.1	0.122494478	6	1.4247	13.45191276	0.2429	38.24557	14.13421	100.79382	0.047306759	157.4539728	0.0138	0.49609	2.55545	6.28111	0.158014717	35.94855072	5.485167316	6	8.33	117	70	94.33054	88.19439	8190	365.0498	0.772306	41.55261	1.069575	7.061069196	1179360	0.623413954	2.55599721	1.54400279	2976.887608	113852.7634	0.096537752	0.002167275	24	28	35	49	68	94	118	136	144	149	1.984126984	42	0.048359503	12.56814894
3	7	189	3	1	19-1157	GVA-H-19-1157-003	Candida #1 x TJ's CBD	Cherry	2020-09-24	35	42	3.32	NA	NA	0.803017	0.607454	17	3.23	305.9086053	80	75	65	73.33333333	1932.5	62.9	0.094337658	5	1.54266	12.73915129	0.1798	25.56019	12.34841	65.21143	0.075531219	142.15901	0.0169	0.69563	3.86251	8.79463	0.113019406	41.16153846	11.04414284	12	4.17	97	56	74.08272	62.23544	4607.5	272.6363	0.778947	51.19641	1.190362	5.737736561	516040	0.756464683	2.511462746	0.808537254	3378.498331	86355.05927	0.167341794	0.004866799	39	41	50	65	84	102	108	110	112	112	1.158730159	35	0.037512429	22.70905193
4	7	190	4	1	19-1157	GVA-H-19-1157-004	Candida #1 x TJ's CBD	Cherry	2020-10-09	70	85	5.42	NA	NA	1.680756	1.014128	5	4.58	779.8084323	5	25	35	21.66666667	555	57.8	0.129410791	7	1.28172	11.5786906	0.2307	39.07678	13.52631	126.33377	0.030767324	169.3835284	0.0204	0.67066	3.61797	8.29098	0.122602841	32.8754902	5.637119639	7	7.14	125	65	97.62812	86.63862	8437.5	368.5335	0.780674	46.16914	1.126843	5.0200624	1181250	0.6033761	3.270298461	2.149701539	4395.873429	171776.5789	0.145419326	0.002768507	37	41	50	58	68	91	99	123	140	142	1.666666667	56	0.030939869	23.74606206
5	7	191	5	1	19-1157	GVA-H-19-1157-005	Candida #1 x TJ's CBD	Cherry	2020-10-09	70	85	8.49	2.71	1.6	2.578313	1.469246	3	5.33	1420.549632	5	25	30	20	527.5	56.3	0.125317001	5	1.60821	14.41685138	0.2469	45.62701	13.4083	109.35268	0.047948278	184.7995545	0.0225	0.72493	3.93939	9.39751	0.103152639	32.21911111	4.189064189	6	8.33	145	67	125.1409	96.70703	12035	443.6959	0.768219	48.56327	1.294021	4.667780832	2033915	0.569847804	4.838007852	3.651992148	5950.773593	271516.0062	0.133494274	0.002378668	31	39	53	67	85	117	132	150	169	191	2.53968254	42	0.038061106	23.36017002
6	7	192	6	1	19-1157	GVA-H-19-1157-006	Candida #1 x TJ's CBD	Cherry	2020-09-24	35	42	1.72	NA	NA	0.335235	0.370259	4	2.45	168.1452383	75	80	60	71.66666667	1932.5	54.8	0.079893515	3	1.42927	14.79711965	0.1442	21.5181	15.50306	56.47988	0.084766891	149.2239945	0.014	0.67272	3.4913	8.19866	0.125764611	48.05142857	15.27058907	14	3.57	75	63	57.0548	69.90887	3825	253.9273	0.745457	32.43976	0.816131	11.40990648	405450	1.104475965	1.899698659	-0.179698659	2567.676838	55251.52696	0.13627211	0.004685408	40	40	47	58	72	90	102	105	106	107	1.063492063	42	0.032468167	23.27739603
7	7	193	7	1	19-1157	GVA-H-19-1157-007	Candida #1 x TJ's CBD	Cherry	2020-09-24	42	49	4.16	1.14	0.79	1.091543	0.731981	6	3.74	545.6298224	60	75	55	63.33333333	1727.5	54.5	0.112089878	5	1.40646	12.40836665	0.1294	20.89326	13.2037	70.26885	0.053172904	161.4625966	0.0124	0.54105	3.5506	8.06231	0.10459918	43.63306452	10.36734217	10	5	103	79	86.10023	89.33784	7313	350.8761	0.746445	35.20218	0.96376	6.699690255	1082324	0.670592913	2.789666518	1.370333482	5656.731066	118187.5529	0.109197942	0.002577478	37	41	51	69	90	119	139	145	148	149	1.777777778	42	0.041629549	21.27828557
8	7	194	8	1	19-1157	GVA-H-19-1157-008	Candida #1 x TJ's CBD	Cherry	2020-09-24	63	70	3.54	NA	NA	1.039098	0.640068	5	4.48	793.4171834	40	65	50	51.66666667	1420	48	0.130741921	3	1.66081	14.70892279	0.11	23.10797	13.24315	62.50368	0.074329375	210.0724545	0.0087	0.3433	2.146	5.27749	0.154891944	39.45977011	7.33384671	8	6.25	118	72	96.2133	89.27486	8437	370.9763	0.770381	41.36705	1.07772	8.119542141	1248676	0.615984248	2.180584237	1.359415763	5818.8	134460.6558	0.107682582	0.001746317	36	39	48	59	74	96	103	128	148	151	1.825396825	56	0.033202048	23.34148811
9	7	195	9	1	19-1157	GVA-H-19-1157-009	Candida #1 x TJ's CBD	Cherry	2020-10-09	70	85	8.18	NA	NA	2.48768	1.423289	12	6.39	1966.926656	60	70	65	65	1717.5	56.5	0.12501882	5	1.33856	12.01251025	0.2337	38.56831	13.43467	85.06853	0.066973442	165.0334189	0.0249	0.75702	4.22465	9.58256	0.103598656	30.40240964	3.096322684	7	7.14	144	70	117.6138	92.45539	10872	420.1383	0.773989	51.14663	1.272114	4.370337021	1772136	0.572135082	4.680064968	3.499935032	6090.239623	234890.2498	0.132546402	0.002640917	36	39	50	63	76	100	121	146	163	184	2.349206349	56	0.034141733	23.53054532
10	7	196	10	1	19-1157	GVA-H-19-1157-010	Candida #1 x TJ's CBD	Cherry	2020-10-09	63	70	5	NA	NA	1.465949	0.951865	6	5.12	1022.574167	30	65	35	43.33333333	1262.5	58.7	0.122356528	5	1.58714	13.36304955	0.1673	27.1615	12.58944	73.576	0.063050897	162.3520622	0.0126	0.42425	2.89483	6.52215	0.125328589	33.67063492	5.5639677	6	8.33	142	68	107.7126	94.26028	10153	403.9457	0.781913	48.87126	1.142714	6.925888963	1512797	0.649316586	3.24658293	1.75341707	5689.569635	154537.2457	0.102153326	0.00214608	38	42	49	57	74	95	112	138	149	149	1.761904762	56	0.035060556	21.59096895
