row	column	plot	rep	block	family	individual	pedigree	inferred.group	harvest.date	pre.terminal.flowering.day	terminal.flowering.day	wet.biomass	dry.biomass	dry.stripped.biomass	pred.dry.biomass	pred.dry.stripped.biomass	trunk.length	basal.stem.diameter	primary.stem.volume	powdery.mildew.71dap	powdery.mildew.86dap	powdery.mildew.92dap	powdery.mildew.mean	powdery.mildew.audpc	chl.conc.index	grean.leaf.index	leaflet.number	middle.leaflet.width	middle.leaflet.area	leaf.mass	leaf.area	leaf.length	leaf.perimeter	leaf.circularity	specific.leaf.area	petiole.mass	petiole.area	petiole.length	petiole.perimeter	pertiole.circularity	specific.petiole.area	leafing.intensity	branching.pairs	internode.length	max.canopy.diameter	max.canopy.diameter.height	kite.hyp.a	kite.hyp.b	kite.area	kite.perimeter	kite.circularity	kite.branch.angle	kite.hyp.ratio	specific.kite.area	kite.volume	dry.stripped.biomass.prop	wet.biomass.leaf.fraction	wet.biomass.stem.fraction	canopy.leaf.number	canopy.leaf.area	canopy.leaf.perimeter	canopy.leaf.density	height.6dap	height.14dap	height.21dap	height.28dap	height.35dap	height.42dap	height.49dap	height.56dap	height.63dap	height.70dap	mean.growth.rate	day.max.growth.rate	growth.rate.mumax	growth.rate.y0
25	3	87	9	2	20-1117	GVA-H-20-1117-009	(R4 #6 x TJ's CBD) #15 x (TJxTJ #4)	T1.R4	2020-09-24	42	49	3.74	NA	NA	0.96875	0.669717	12	3.35	408.3880645	65	60	40	55	1487.5	56.7	0.103918253	5	1.73468	16.93930025	0.2423	38.97534	14.60651	88.57929	0.06242167	160.8557161	0.0248	0.97376	4.57894	10.39542	0.113234225	39.26451613	6.768070408	6	8.33	94	68	84.31489	73.10951	5922	314.8488	0.750713	40.00626	1.153268	6.113032258	817236	0.691320774	2.585539695	1.154460305	2763.999175	107727.8076	0.131819704	0.003163761	32	36	45	62	91	123	131	135	138	139	1.698412698	42	0.051722498	14.817038
26	3	88	10	2	20-1117	GVA-H-20-1117-010	(R4 #6 x TJ's CBD) #15 x (TJxTJ #4)	T1.R4	2020-10-09	70	85	6.28	NA	NA	1.932189	1.141621	12	4.72	997.3526233	45	50	45	46.66666667	1235	57.1	0.116893303	7	1.78288	17.30989891	0.382	55.39124	14.51974	127.0822	0.04310042	145.0032461	0.0358	0.9971	4.30409	9.96009	0.12630544	27.85195531	2.996469433	6	8.33	108	89	84.50444	94.04786	7668	357.1046	0.755616	35.04193	0.898526	3.968555871	1180872	0.590843339	3.710496168	2.569503832	2988.536649	165538.7508	0.140183484	0.003142166	38	42	50	59	76	97	116	135	154	171	2.111111111	42	0.034523435	22.65377302
27	3	89	11	2	20-1117	GVA-H-20-1117-011	(R4 #6 x TJ's CBD) #15 x (TJxTJ #4)	T1.R4	2020-10-09	63	70	5.17	NA	NA	1.515651	0.977067	10	3.92	647.6891721	35	50	40	41.66666667	1132.5	47.3	0.117739258	7	1.82889	18.77908986	0.3178	59.59139	15.35857	126.8036	0.046572571	187.5122404	0.0276	1.0136	4.13036	9.38996	0.144460456	36.72463768	4.746831502	6	8.33	131	83	99.57535	98.07778	9694	395.3062	0.779553	41.90037	1.015269	6.395931517	1531652	0.644651704	3.33284931	1.83715069	3074.471366	183212.0222	0.119617264	0.002175983	31	34	40	53	76	97	119	136	158	161	2.063492063	35	0.046130225	14.75183448
28	3	90	12	2	20-1117	GVA-H-20-1117-012	(R4 #6 x TJ's CBD) #15 x (TJxTJ #4)	T1.R4	2020-10-09	63	70	5.64	NA	NA	1.653062	1.046743	6	3.55	517.9943052	25	40	30	31.66666667	872.5	43.1	0.119585243	7	1.78664	16.24133867	0.2626	46.58853	13.58879	114.43397	0.044707351	177.4125286	0.0212	0.69541	3.45537	8.0417	0.135131022	32.80235849	7.695207914	7	7.14	119	92	88.12066	104.5765	8984.5	385.3944	0.760139	34.67783	0.842643	5.435065351	1410566.5	0.633214604	3.571330368	2.068669632	3986.073877	185705.3224	0.131653008	0.002531841	36	39	47	58	77	102	126	142	157	157	1.920634921	42	0.040115582	18.93523371
29	3	91	13	2	20-1117	GVA-H-20-1117-013	(R4 #6 x TJ's CBD) #15 x (TJxTJ #4)	T1.R4	2020-10-09	63	70	6.38	NA	NA	1.869411	1.156445	22	4.02	710.7715149	45	75	70	63.33333333	1697.5	51.9	0.106778485	7	1.70085	16.25841828	0.2909	46.49272	14.29811	120.35625	0.040332721	159.8237195	0.0211	0.73411	3.42897	8.04036	0.1426987	34.79194313	5.593082778	6	8.33	115	89	85.29508	88.29071	7475	347.1716	0.77935	40.63649	0.966071	3.998585651	1136200	0.618614633	3.94676136	2.43323864	3975.403919	184827.3413	0.162671485	0.00347365	36	39	47	60	73	95	118	141	152	168	2.095238095	49	0.034836498	21.92031082
30	3	92	14	2	20-1117	GVA-H-20-1117-014	(R4 #6 x TJ's CBD) #15 x (TJxTJ #4)	T1.R4	2020-09-24	56	63	7.46	NA	NA	2.142224	1.221195	36	4.72	1294.808669	15	35	30	26.66666667	732.5	63.6	0.104024027	5	1.48827	12.62150279	0.1998	32.05586	12.68613	87.83153	0.052217539	160.4397397	0.0144	0.55606	2.64966	6.28599	0.176841483	38.61527778	4.720455797	6	8.33	164	137	112.4856	130.0961	14596	485.1633	0.779234	39.0725	0.864634	6.813479823	3123544	0.570059434	4.252643374	3.207356626	6112.087087	195928.208	0.062726252	0.00136148	40	49	71	97	119	161	187	208	214	222	2.888888889	42	0.045701347	26.74216262
31	3	93	15	2	20-1117	GVA-H-20-1117-015	(R4 #6 x TJ's CBD) #15 x (TJxTJ #4)	T1.R4	2020-10-09	63	70	8.17	NA	NA	2.392742	1.421807	9	5.23	1188.721431	15	70	65	50	1380	48.7	0.114770348	5	1.60768	15.61559346	0.2355	41.02118	14.53418	112.66309	0.04061203	174.1876008	0.0177	0.61126	3.11972	7.54638	0.134883399	34.53446328	5.078899792	7	7.14	115	75	100.9715	87.53428	8567.5	377.0116	0.757451	41.06277	1.153508	3.580620058	1353665	0.594216593	4.854749568	3.315250432	6037.397028	247661.1502	0.182956012	0.003586374	36	41	51	60	78	100	127	146	158	166	2.063492063	49	0.036438554	21.76759104
1	4	94	1	1	20-1028	GVA-H-20-1028-001	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-10-02	49	63	6.72	NA	NA	1.925874	1.162349	29	3.64	721.4973311	5	5	5	5	130	39.7	0.187334094	5	1.74994	17.37285659	0.2999	43.58338	14.85037	101.26991	0.053403525	145.3263755	0.0232	0.56204	2.85632	6.36438	0.174367236	24.22586207	5.371868238	7	7.14	125	97	116.2336	92.35935	10375	417.1859	0.749098	42.58666	1.258493	5.387164477	2023125	0.603543638	4.055813246	2.664186754	3875.788596	168919.9672	0.083494578	0.002004727	45	48	54	67	83	124	153	181	195	208	2.587301587	42	0.046103198	17.23435521
2	4	95	2	1	20-1028	GVA-H-20-1028-002	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-09-24	42	49	4.58	NA	NA	1.214336	0.794245	6	4.22	699.3342327	75	70	55	66.66666667	1775	39.4	0.12764196	3	1.49182	13.19662887	0.121	18.67272	13.23542	60.94595	0.063172454	154.32	0.0092	0.38463	2.2533	5.38449	0.166710851	41.8076087	9.38608173	12	4.17	96	74	85.70298	83.23461	6672	337.8752	0.734435	35.21759	1.029656	5.494360704	967440	0.654057032	2.995581207	1.584418793	6564.008264	122567.8884	0.126693013	0.0030964	45	48	61	84	99	121	134	141	145	150	1.666666667	28	0.038633756	27.47480853
3	4	96	3	1	20-1028	GVA-H-20-1028-003	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-09-24	49	63	5.26	NA	NA	1.499023	0.895052	32	4.32	869.6732713	25	55	45	41.66666667	1150	40.8	0.151238526	5	1.75881	18.31835794	0.2413	39.33913	15.58317	113.2274	0.038559513	163.0299627	0.0279	0.90483	3.80379	8.73888	0.148889922	32.4311828	4.265155043	6	8.33	125	94	104.7008	88.0355	9125	385.4725	0.771713	45.2301	1.189302	6.087298194	1624250	0.597090238	3.140694652	2.119305348	3709.291339	145920.2942	0.089838568	0.001933628	43	46	55	73	93	127	148	167	178	178	2.142857143	42	0.039816814	23.53782319
4	4	97	4	1	20-1028	GVA-H-20-1028-004	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-09-24	49	56	5.58	1.58	1.07	1.54964	0.942491	15	4.45	876.1437217	15	50	30	31.66666667	927.5	45.1	0.117797494	3	1.74429	19.16326893	0.1829	28.06648	16.44248	86.52793	0.047106971	153.452597	0.0086	0.22905	1.20345	3.3608	0.254832505	26.63372093	5.8815007	10	5	133	108	88.23973	114.3296	10041.5	405.1386	0.768778	35.56681	0.771801	6.479892104	1666889	0.608199969	3.393755827	2.186244173	5153.039913	144627.6916	0.086765041	0.002035982	39	43	58	75	100	130	148	161	166	169	2.063492063	42	0.04115321	23.85046391
5	4	98	5	1	20-1028	GVA-H-20-1028-005	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-10-02	56	63	6.12	NA	NA	1.750456	1.073401	12	4.6	925.1257327	10	30	25	21.66666667	602.5	40.2	0.143190438	5	1.56766	15.81399257	0.1716	30.65336	15.09896	98.18444	0.039957896	178.632634	0.0098	0.38021	2.03438	4.9522	0.194821574	38.79693878	6.761513989	8	6.25	119	120	75.82381	123.3055	9222.5	398.2586	0.730681	28.85151	0.614926	5.268627146	1540157.5	0.613212214	3.752858752	2.367141248	6255.250583	191744.448	0.124496649	0.002436672	44	48	61	79	100	124	148	158	167	167	1.952380952	42	0.036475187	28.2089136
6	4	99	6	1	20-1028	GVA-H-20-1028-006	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-10-09	63	70	8.22	NA	NA	2.40736	1.429219	17	3.59	560.1000505	2	15	10	9	265	41.7	0.153057812	7	1.79059	17.42086221	0.3742	53.18244	14.5497	135.81746	0.036229882	142.1230358	0.036	0.87908	3.67825	8.491	0.153221808	24.41888889	6.819136534	8	6.25	130	80	107.8007	90.52072	9685	396.6429	0.773589	45.89517	1.190896	4.023079224	1607710	0.593687276	4.880109406	3.339890594	3819.398717	203124.9431	0.126344268	0.003035441	45	48	56	72	92	121	143	159	166	166	1.920634921	42	0.037648596	24.86249699
7	4	100	7	1	20-1028	GVA-H-20-1028-007	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-09-24	35	42	2.24	NA	NA	0.487264	0.447347	32	2.71	257.6392384	75	50	25	50	1350	46.4	0.12214215	3	2.36466	27.83503012	0.2208	27.35563	17.59349	59.73744	0.096330401	123.8932518	0.0182	0.78213	2.88191	7.09517	0.195237482	42.97417582	7.863817996	13	3.85	70	67	74.70609	49.49747	3535	248.4071	0.719898	45	1.509291	7.254794116	470155	0.918079316	2.056497669	0.183502331	2026.02808	55423.27452	0.117882984	0.004374084	43	48	63	90	107	121	128	132	133	134	1.444444444	28	0.043062293	26.04440211
8	4	101	8	1	20-1028	GVA-H-20-1028-008	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-10-02	56	63	7.66	NA	NA	2.200696	1.301701	12	4.16	733.9564687	20	40	30	30	835	39.1	0.1242554	5	1.85412	19.79062478	0.2332	37.81257	15.96782	105.19092	0.04294272	162.1465266	0.0241	0.73873	3.38443	8.16387	0.139284708	30.6526971	7.605230653	7	7.14	136	91	98.31073	104.2353	10200	405.0921	0.781093	40.72054	0.943161	4.634897323	1652400	0.591495145	4.530852812	3.129147188	5581.908233	211066.2958	0.127733173	0.002741983	50	52	60	78	95	123	148	154	162	162	1.777777778	42	0.034347566	29.09138875
9	4	102	9	1	20-1028	GVA-H-20-1028-009	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-10-02	49	63	7.24	2.02	1.2	2.077904	1.239438	13	3.87	799.8724232	10	25	10	15	455	42	0.15008096	5	1.88875	20.30814524	0.2758	46.98063	16.08397	93.74069	0.067185013	170.3431109	0.0289	0.83775	3.81381	8.90043	0.132893066	28.98788927	5.618363333	6	8.33	114	118	103.1746	119.4738	10887	445.2969	0.689952	28.49564	0.863575	5.239414333	2220948	0.596484727	4.318549423	2.921450577	4493.973894	211129.7247	0.095062885	0.001944462	43	48	68	93	116	156	175	194	204	204	2.555555556	42	0.044089289	26.56684344
10	4	103	10	1	20-1028	GVA-H-20-1028-010	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-10-02	49	63	7.56	NA	NA	2.17146	1.286877	12	4.02	820.7718684	5	30	15	16.66666667	510	44.4	0.129382304	5	2.09119	22.47527945	0.3028	48.66915	16.0671	104.0815	0.056456837	160.7303501	0.0383	1.16085	5.01951	12.38729	0.095067782	30.30939948	5.177960169	6	8.33	123	117	96.2198	121.685	11008.5	435.8097	0.728357	30.35812	0.790728	5.069630571	2102623.5	0.592632146	4.480299025	3.079700975	4249.924042	206840.1907	0.098372434	0.002130814	41	47	65	93	118	148	168	180	191	194	2.428571429	42	0.046987942	24.35562033
11	4	104	11	1	20-1028	GVA-H-20-1028-011	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-09-24	49	56	4.82	NA	NA	1.327443	0.829824	39	4.18	859.9615612	15	50	35	33.33333333	955	36.2	0.16620232	5	1.7341	16.64634566	0.1756	31.37012	14.35732	94.12857	0.044492122	178.6453303	0.0123	0.39942	2.17923	5.1964	0.185880796	32.47317073	5.495186548	7	7.14	110	78	113.2519	67.42403	7590	361.3519	0.730451	54.65989	1.679697	5.717759633	1343430	0.625129667	3.013124993	1.806875007	4725.649203	148244.1826	0.11034753	0.00224286	44	48	59	76	100	136	154	173	177	188	2.285714286	42	0.040959057	24.14847039
12	4	105	12	1	20-1028	GVA-H-20-1028-012	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-10-02	49	63	6.44	NA	NA	1.844013	1.12084	13	3.79	601.6820138	20	45	35	33.33333333	927.5	39.2	0.129220885	5	1.96749	22.47938448	0.3022	45.43395	17.09291	111.68942	0.045768459	150.3439775	0.0308	0.78412	3.53012	8.41555	0.139132115	25.45844156	6.164276803	8	6.25	104	75	99.64437	80.91971	7644	361.1282	0.736559	39.98689	1.231398	4.145307002	1223040	0.607826517	3.914402773	2.525597227	3708.93448	168511.5437	0.137780893	0.003200552	46	49	63	79	97	124	137	153	160	160	1.80952381	42	0.033391935	30.80152452
13	4	106	13	1	20-1028	GVA-H-20-1028-013	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-10-09	63	70	7.85	NA	NA	2.299186	1.374368	25	3.93	893.6058456	10	30	20	20	575	42.8	0.170004934	5	1.78654	17.93252776	0.3045	40.55098	15.01393	112.60917	0.040184975	133.1723481	0.024	0.65736	3.14249	7.78748	0.136213217	27.39	5.05091124	5	10	165	88	153.1249	103.8039	15840	513.8577	0.75384	52.63333	1.475137	6.889394768	3437280	0.59776286	4.692438454	3.157561546	4513.52381	183027.8137	0.053247863	0.00136516	43	48	59	74	96	129	158	199	217	221	2.825396825	56	0.039501086	24.28141584
14	4	107	14	1	20-1028	GVA-H-20-1028-014	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-09-24	49	56	6.16	NA	NA	1.71921	1.028474	31	4.43	837.4592493	25	50	45	40	1085	40.6	0.139989323	5	1.67287	19.21545685	0.2666	46.07999	17.19728	134.51453	0.032002495	172.8431733	0.0509	1.46651	6.16545	13.79434	0.096848532	28.81159136	4.606483168	7	7.14	139	62	122.602	76.10026	9174	397.4045	0.729967	65.96107	1.611059	5.336171846	1495362	0.598224766	3.685064559	2.474935441	3857.741935	177764.7098	0.118877375	0.002464329	43	46	60	79	93	122	130	153	163	163	1.904761905	42	0.036189954	27.94509034
15	4	108	15	1	20-1028	GVA-H-20-1028-015	((PR x FD) x NEBf) x TJ's CBD	Fiber.Feral	2020-09-24	35	42	4.42	NA	NA	1.124617	0.770525	24	3.59	560.1000505	30	60	55	48.33333333	1307.5	42.7	0.11096874	3	1.82043	22.85933009	0.216	28.81652	18.80045	73.24512	0.067498482	133.4098148	0.0182	0.7403	3.25371	7.41977	0.168980553	40.67582418	6.368943133	7	7.14	110	77	102.9272	76.38063	7700	358.6156	0.752389	46.06091	1.347556	6.846775391	1262800	0.685144365	3.028338092	1.391661908	3567.24537	102795.5976	0.081402912	0.002398114	46	50	67	95	119	148	157	164	164	166	1.904761905	42	0.044975768	26.27302009
16	4	109	4	1	TJ's CBD	TJ's CBD 4	TJ's CBD (Stem Holdings)	West.Coast	2020-10-09	63	70	6.36	NA	NA	1.863564	1.15348	2	4.13	567.1167192	20	60	40	40	1150	43.2	0.127151138	5	1.87963	18.44839304	0.2072	35.32307	14.67432	89.63892	0.055242723	170.4781371	0.0163	0.56595	2.90624	7.01633	0.144466754	34.7208589	9.816300999	8	6.25	113	56	86.88067	78.15529	6780	330.0719	0.782028	46.29606	1.111641	3.638190049	827160	0.618964522	3.936614358	2.423385642	5566.988417	196643.1215	0.237732871	0.004759193	NA	NA	NA	NA	NA	NA	NA	107	122	127	NA	NA	NA	NA
17	4	110	1	2	20-1063	GVA-H-20-1063-001	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	28	35	1.76	NA	NA	0.303989	0.376189	13	1.64	54.92257941	75	75	60	70	1867.5	48.2	0.100724825	5	1.67156	18.88144009	0.39	47.57382	16.91055	137.33104	0.031698628	121.9841538	0.037	1.28882	5.11101	12.32107	0.106685472	34.83297297	17.56267076	8	6.25	73	42	50.56926	46.61813	2336	194.3748	0.776968	51.53214	1.084755	7.684488583	179872	1.237508594	2.178015126	-0.418015126	964.5871795	45889.09685	0.255120846	0.012108695	41	41	44	47	52	58	68	73	77	78	0.428571429	42	0.019378198	23.74472733
18	4	111	2	2	20-1063	GVA-H-20-1063-002	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	35	42	3.44	NA	NA	0.838101	0.625243	15	2.53	177.6296803	65	70	50	61.66666667	1672.5	40.9	0.116818734	3	1.14153	10.84768592	0.146	21.06547	14.23585	71.07665	0.052399497	144.2840411	0.0145	0.6304	3.182	8.68162	0.105105278	43.47586207	24.10906946	8	6.25	89	55	67.68493	59.83519	4049.5	255.0402	0.782337	48.04837	1.131189	4.831756554	429247	0.746023451	2.56632067	0.87367933	4282.486301	90212.58671	0.210164746	0.005978657	42	42	48	58	74	89	94	96	106	106	1.015873016	35	0.032215882	23.78441014
19	4	112	3	2	20-1063	GVA-H-20-1063-003	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	63	70	7.32	NA	NA	2.144233	1.200441	20	4.29	742.0000454	15	40	25	26.66666667	770	53.5	0.133792432	5	1.47186	12.25625252	0.1439	28.31631	12.45586	83.60253	0.050910537	196.7776928	0.0112	0.3896	1.87763	4.60411	0.230960351	34.78571429	11.24284166	7	7.14	129	57	114.827	74.35893	8514	378.3719	0.747318	60.15955	1.544227	3.970650578	1294128	0.559846341	4.098075219	3.221924781	8342.18902	236220.0104	0.182532184	0.003166669	45	48	53	59	70	91	111	132	152	154	1.73015873	42	0.033315386	22.11009146
20	4	113	4	2	20-1063	GVA-H-20-1063-004	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	63	70	8.94	NA	NA	2.617862	1.4406	20	4.98	1142.720399	10	20	15	15	417.5	48.1	0.134460825	5	1.86032	18.42996634	0.2675	42.76391	14.8137	96.45698	0.057759038	159.8650841	0.023	0.69726	3.8571	9.54713	0.09613	30.31565217	4.712806884	6	8.33	131	124	77.27386	122.9075	9497.5	400.3627	0.744581	32.20304	0.628716	3.627960527	1567087.5	0.550296387	4.919649699	4.020350301	5385.420561	230301.6402	0.146961571	0.003139359	37	40	47	60	76	104	131	153	165	176	2.206349206	42	0.040807108	18.56266067
21	4	114	5	2	20-1063	GVA-H-20-1063-005	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	35	42	2.86	NA	NA	0.66853	0.53926	39	2.65	323.5735713	25	20	25	23.33333333	585	40.6	0.160147845	3	0.88231	9.153276307	0.0973	13.88862	15.55132	56.69251	0.05430222	142.740185	0.0095	0.41116	2.32	5.72425	0.157682514	43.28	44.18106538	5	10	102	86	103.4456	69.35416	6987	345.5996	0.735113	47.33731	1.491556	10.45128865	1229712	0.806635454	2.306977398	0.553022602	5542.240493	76974.07216	0.062595203	0.001876031	48	50	61	84	115	151	171	171	176	176	2.031746032	42	0.046038782	23.04885551
22	4	115	6	2	20-1063	GVA-H-20-1063-006	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	78	85	8.5	NA	NA	2.581237	1.375372	9	5.29	1106.259257	0	15	10	8.333333333	250	51.9	0.135677723	7	1.76028	17.06754103	0.318	50.46367	14.50124	114.71981	0.048184999	158.6907862	0.0292	0.78398	3.97123	9.03219	0.120761561	26.84863014	3.90963434	6	8.33	127	89	79.60057	102.1384	8128	363.4779	0.773103	38.44079	0.77934	3.148877844	1113536	0.532834451	4.529092834	3.970907166	4325.069182	218258.8639	0.196005216	0.004067307	32	33	40	53	69	94	102	127	137	151	1.888888889	42	0.04071123	16.80052035
23	4	116	7	2	20-1063	GVA-H-20-1063-007	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	35	42	2.86	NA	NA	0.66853	0.53926	5	2.47	153.332341	30	30	30	30	780	53.5	0.119599686	5	1.45203	13.45213164	0.1972	29.40445	13.86618	92.92262	0.042793719	149.109787	0.0216	0.85561	4.40941	9.95501	0.108493149	39.61157407	17.83436007	12	4.17	99	55	63.64157	70.35801	4455	267.9992	0.779454	44.71208	0.904539	6.663874471	423225	0.806635454	2.306977398	0.553022602	2734.584178	80408.94375	0.189991007	0.005450948	37	40	46	61	78	88	92	94	95	96	0.936507937	35	0.036221152	21.96242184
24	4	117	8	2	20-1063	GVA-H-20-1063-008	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	63	70	7.4	NA	NA	2.167622	1.2123	27	5.11	943.3861876	50	40	35	41.66666667	1087.5	35.8	0.144054386	5	1.31617	10.77895998	0.1634	30.27059	12.25624	109.48086	0.031736158	185.2545288	0.0199	0.66177	4.2543	10.0704	0.082001821	33.25477387	7.864453332	8	6.25	122	100	71.86793	95.13149	6771	333.9988	0.762733	39.88269	0.755459	3.123699612	934398	0.559276479	4.138645945	3.261354055	7419.216646	224584.0652	0.240351612	0.004429211	42	46	52	67	86	105	121	131	138	138	1.523809524	35	0.035300451	24.84512141
25	4	118	9	2	20-1063	GVA-H-20-1063-009	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	35	42	5.5	NA	NA	1.44037	0.930632	15	3.67	648.8115585	60	35	25	40	1042.5	40.2	0.139417982	4	0.90911	8.56908529	0.126	19.09042	14.127	73.37271	0.044561133	151.5112698	0.012	0.46693	2.59654	6.16523	0.154370061	38.91083333	11.38384198	5	10	148	117	99.82485	126.0159	12506	451.6814	0.770307	35.96052	0.792161	8.682491304	2301104	0.646106209	3.553584149	1.946415851	7385.968254	141001.2361	0.061275473	0.001544295	37	46	68	100	130	171	178	183	184	184	2.333333333	42	0.053111645	22.2700746
26	4	119	10	2	20-1063	GVA-H-20-1063-010	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	56	70	9.5	2.59	1.61	2.781586	1.523618	10	4.91	1110.821504	55	65	65	61.66666667	1615	38.6	0.131095621	5	1.43087	13.5093499	0.1616	29.02844	14.1331	108.89773	0.030760678	179.6314356	0.0159	0.57833	3.37433	8.10514	0.110627868	36.37295597	8.487708574	6	8.33	147	85	110.1193	105.0107	11539.5	430.2599	0.783312	44.42127	1.048648	4.148532528	1927096.5	0.547751535	5.203639578	4.296360422	9428.329208	273689.6887	0.142021787	0.002700249	37	43	52	66	91	115	140	156	167	176	2.206349206	35	0.041261879	21.12809293
27	4	120	11	2	20-1063	GVA-H-20-1063-011	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	42	49	7.8	NA	NA	2.155747	1.271599	32	4.21	1011.554559	10	20	15	15	417.5	39.9	0.183621376	4	1.09678	9.516571706	0.0817	13.53572	12.99675	60.633	0.046267189	165.6758874	0.0048	0.18609	1.44706	3.56047	0.18446681	38.76875	15.38646344	8	6.25	157	128	112.0814	124.0091	13816	472.181	0.778709	39.27315	0.903816	6.408915332	2873728	0.589864673	4.600944452	3.199055548	15564.24725	210673.2927	0.073310102	0.001601037	43	54	75	96	122	163	196	204	208	218	2.777777778	42	0.040165995	31.56384091
28	4	121	12	2	20-1063	GVA-H-20-1063-012	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	35	42	3.62	NA	NA	0.890726	0.651928	7	3.6	373.2212072	55	40	25	40	1070	51.9	0.121358964	5	1.30487	14.07781679	0.1681	27.37512	16.16196	77.74983	0.056907171	162.8502082	0.0143	0.57761	3.06661	7.62534	0.124832061	40.39230769	10.39119769	11	4.55	89	68	61.19028	75.50662	4583.5	273.3938	0.770601	36.11106	0.810396	5.145802413	504185	0.731906333	2.649500924	0.970499076	3878.215348	106166.6105	0.210570744	0.005255017	40	45	60	80	91	100	105	108	110	110	1.111111111	28	0.037910242	27.14042897
29	4	122	13	2	20-1063	GVA-H-20-1063-013	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	56	63	10.46	NA	NA	3.019315	1.665935	8	4.95	1116.164673	20	35	30	28.33333333	770	42.6	0.13784543	5	1.4243	14.45913983	0.2056	31.77345	15.20097	104.38624	0.036642722	154.5401265	0.0148	0.75602	3.74275	9.26271	0.110730437	51.08243243	7.259499328	6	8.33	154	124	91.80959	139.23	12782	462.0792	0.752274	33.57593	0.659409	4.233410558	2224068	0.551759257	5.771401825	4.688598175	8102.796693	257453.8056	0.115758064	0.002594975	43	47	61	77	96	131	155	164	174	174	2.079365079	42	0.038072813	26.08394979
30	4	123	14	2	20-1063	GVA-H-20-1063-014	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	42	49	7.1	NA	NA	1.951092	1.167826	17	5.08	1060.707656	25	45	30	33.33333333	937.5	46.5	0.13111493	5	0.91894	7.75070958	0.0948	17.28118	12.63825	89.31694	0.027221721	182.2909283	0.0089	0.44274	2.6735	6.20694	0.144412082	49.74606742	11.61379348	8	6.25	157	98	96.42743	112.7974	10754.5	418.4496	0.771816	44.10202	0.854873	5.512041462	1656193	0.59854994	4.249704576	2.850295424	12318.83966	212884.0856	0.128538211	0.002565948	42	50	63	80	103	129	150	153	154	157	1.825396825	42	0.036177905	29.19652221
31	4	124	15	2	20-1063	GVA-H-20-1063-015	(Lifter x TJ's CBD) #89 x TJ's CBD	West.Coast	2020-09-24	28	35	2.29	NA	NA	0.458942	0.45476	6	2.54	163.8354182	40	15	15	23.33333333	412.5	36.9	0.104662338	4	1.78797	23.90054756	0.305	44.23839	20.01923	122.29275	0.0371713	145.0439016	0.039	1.4148	6.04169	13.78057	0.093620413	36.27692308	9.100696354	16	3.13	84	54	60.10824	63.78087	3822	247.7782	0.782302	41.18593	0.942418	8.327849706	370734	0.990887737	2.269132919	0.020867081	1491.016393	65960.16471	0.177917765	0.00612065	34	40	52	69	86	92	93	95	97	97	1	28	0.038639102	23.32278645
